Generation (G),Age of Colony (t),No. of alates (A),No. of helpers,No. of not helper,Age to dispersal (tau),No. of eggs (F),No. of dead offsprings,Imprinting level (I),The maximum reproductive capacity (K),Available resource (R),Peak available resource,Surplus resouce,Peak surplus resouce (delta_R),No. of alates in previous generation,Fitness of colony (W),0-year-old,1-year-old,2-year-old,3-year-old,4-year-old,5-year-old,6-year-old,7-year-old,8-year-old,9-year-old,10-year-old,11-year-old,12-year-old
69,8,11,157,88,4,88,0,3.0,88,3259,3259,2379,2379,21,21,88,88,78,43,26,0,0,10,,,,,,
69,9,26,219,88,4,88,0,3.0,88,4921,4921,4041,4041,47,47,88,88,88,78,43,0,0,0,10,,,,,
69,10,43,264,88,4,88,0,3.0,88,6402,6402,5522,5522,90,90,88,88,88,88,78,0,0,0,0,10,,,,
69,11,78,274,88,4,88,0,3.0,88,6740,6740,5860,5860,168,168,88,88,88,88,88,0,0,0,0,0,10,,,
69,12,98,264,88,4,88,0,3.0,88,6140,6740,5260,5860,255,256,88,88,88,88,88,0,0,0,0,0,0,0,,
69,13,88,264,88,4,88,0,3.0,88,6140,6740,5260,5860,342,344,88,88,88,88,88,0,0,0,0,0,0,0,0,
70,1,0,0,0,10,10,0,10.0,89,200,200,100,100,0,0,10,,,,,,,,,,,,,
70,2,0,0,10,4,10,0,4.0,89,200,200,100,100,0,0,10,10,,,,,,,,,,,,
70,3,0,10,10,4,11,0,3.0,89,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
70,4,0,20,11,4,26,0,3.0,89,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
70,5,0,31,26,4,43,0,3.0,89,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
70,6,0,57,43,4,78,0,3.0,89,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
70,7,10,90,78,4,89,0,3.0,89,2112,2112,1222,1222,10,10,89,78,43,26,11,0,10,,,,,,,
70,8,11,157,89,4,89,0,3.0,89,3259,3259,2369,2369,21,21,89,89,78,43,26,0,0,10,,,,,,
70,9,26,220,89,4,89,0,3.0,89,4924,4924,4034,4034,47,47,89,89,89,78,43,0,0,0,10,,,,,
70,10,43,266,89,4,89,0,3.0,89,6435,6435,5545,5545,90,90,89,89,89,89,78,0,0,0,0,10,,,,
70,11,78,277,89,4,89,0,3.0,89,6806,6806,5916,5916,168,168,89,89,89,89,89,0,0,0,0,0,10,,,
70,12,99,267,89,4,89,0,3.0,89,6206,6806,5316,5916,256,257,89,89,89,89,89,0,0,0,0,0,0,0,,
70,13,89,267,89,4,89,0,3.0,89,6206,6806,5316,5916,344,346,89,89,89,89,89,0,0,0,0,0,0,0,0,
71,1,0,0,0,10,10,0,10.0,90,200,200,100,100,0,0,10,,,,,,,,,,,,,
71,2,0,0,10,4,10,0,4.0,90,200,200,100,100,0,0,10,10,,,,,,,,,,,,
71,3,0,10,10,4,11,0,3.0,90,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
71,4,0,20,11,4,26,0,3.0,90,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
71,5,0,31,26,4,43,0,3.0,90,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
71,6,0,57,43,4,78,0,3.0,90,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
71,7,10,90,78,4,90,0,3.0,90,2112,2112,1212,1212,10,10,90,78,43,26,11,0,10,,,,,,,
71,8,11,157,90,4,90,0,3.0,90,3259,3259,2359,2359,21,21,90,90,78,43,26,0,0,10,,,,,,
71,9,26,221,90,4,90,0,3.0,90,4928,4928,4028,4028,47,47,90,90,90,78,43,0,0,0,10,,,,,
71,10,43,268,90,4,90,0,3.0,90,6469,6469,5569,5569,90,90,90,90,90,90,78,0,0,0,0,10,,,,
71,11,78,280,90,4,90,0,3.0,90,6874,6874,5974,5974,168,168,90,90,90,90,90,0,0,0,0,0,10,,,
71,12,100,270,90,4,90,0,3.0,90,6274,6874,5374,5974,257,258,90,90,90,90,90,0,0,0,0,0,0,0,,
71,13,90,270,90,4,90,0,3.0,90,6274,6874,5374,5974,346,348,90,90,90,90,90,0,0,0,0,0,0,0,0,
72,1,0,0,0,10,10,0,10.0,91,200,200,100,100,0,0,10,,,,,,,,,,,,,
72,2,0,0,10,4,10,0,4.0,91,200,200,100,100,0,0,10,10,,,,,,,,,,,,
72,3,0,10,10,4,11,0,3.0,91,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
72,4,0,20,11,4,26,0,3.0,91,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
72,5,0,31,26,4,43,0,3.0,91,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
72,6,0,57,43,4,78,0,3.0,91,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
72,7,10,90,78,4,91,0,3.0,91,2112,2112,1202,1202,10,10,91,78,43,26,11,0,10,,,,,,,
72,8,11,157,91,4,91,0,3.0,91,3259,3259,2349,2349,21,21,91,91,78,43,26,0,0,10,,,,,,
72,9,26,222,91,4,91,0,3.0,91,4932,4932,4022,4022,47,47,91,91,91,78,43,0,0,0,10,,,,,
72,10,43,270,91,4,91,0,3.0,91,6503,6503,5593,5593,90,90,91,91,91,91,78,0,0,0,0,10,,,,
72,11,78,283,91,4,91,0,3.0,91,6942,6942,6032,6032,168,168,91,91,91,91,91,0,0,0,0,0,10,,,
72,12,101,273,91,4,91,0,3.0,91,6342,6942,5432,6032,258,259,91,91,91,91,91,0,0,0,0,0,0,0,,
72,13,91,273,91,4,91,0,3.0,91,6342,6942,5432,6032,348,350,91,91,91,91,91,0,0,0,0,0,0,0,0,
73,1,0,0,0,10,10,0,10.0,92,200,200,100,100,0,0,10,,,,,,,,,,,,,
73,2,0,0,10,4,10,0,4.0,92,200,200,100,100,0,0,10,10,,,,,,,,,,,,
73,3,0,10,10,4,11,0,3.0,92,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
73,4,0,20,11,4,26,0,3.0,92,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
73,5,0,31,26,4,43,0,3.0,92,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
73,6,0,57,43,4,78,0,3.0,92,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
73,7,10,90,78,4,92,0,3.0,92,2112,2112,1192,1192,10,10,92,78,43,26,11,0,10,,,,,,,
73,8,11,157,92,4,92,0,3.0,92,3259,3259,2339,2339,21,21,92,92,78,43,26,0,0,10,,,,,,
73,9,26,223,92,4,92,0,3.0,92,4936,4936,4016,4016,47,47,92,92,92,78,43,0,0,0,10,,,,,
73,10,43,272,92,4,92,0,3.0,92,6537,6537,5617,5617,90,90,92,92,92,92,78,0,0,0,0,10,,,,
73,11,78,286,92,4,92,0,3.0,92,7010,7010,6090,6090,168,168,92,92,92,92,92,0,0,0,0,0,10,,,
73,12,102,276,92,4,92,0,3.0,92,6410,7010,5490,6090,259,260,92,92,92,92,92,0,0,0,0,0,0,0,,
73,13,92,276,92,4,92,0,3.0,92,6410,7010,5490,6090,350,352,92,92,92,92,92,0,0,0,0,0,0,0,0,
74,1,0,0,0,10,10,0,10.0,93,200,200,100,100,0,0,10,,,,,,,,,,,,,
74,2,0,0,10,4,10,0,4.0,93,200,200,100,100,0,0,10,10,,,,,,,,,,,,
74,3,0,10,10,4,11,0,3.0,93,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
74,4,0,20,11,4,26,0,3.0,93,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
74,5,0,31,26,4,43,0,3.0,93,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
74,6,0,57,43,4,78,0,3.0,93,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
74,7,10,90,78,4,93,0,3.0,93,2112,2112,1182,1182,10,10,93,78,43,26,11,0,10,,,,,,,
74,8,11,157,93,4,93,0,3.0,93,3259,3259,2329,2329,21,21,93,93,78,43,26,0,0,10,,,,,,
74,9,26,224,93,4,93,0,3.0,93,4939,4939,4009,4009,47,47,93,93,93,78,43,0,0,0,10,,,,,
74,10,43,274,93,4,93,0,3.0,93,6570,6570,5640,5640,90,90,93,93,93,93,78,0,0,0,0,10,,,,
74,11,78,289,93,4,93,0,3.0,93,7076,7076,6146,6146,168,168,93,93,93,93,93,0,0,0,0,0,10,,,
74,12,103,279,93,4,93,0,3.0,93,6476,7076,5546,6146,260,261,93,93,93,93,93,0,0,0,0,0,0,0,,
74,13,93,279,93,4,93,0,3.0,93,6476,7076,5546,6146,352,354,93,93,93,93,93,0,0,0,0,0,0,0,0,
75,1,0,0,0,10,10,0,10.0,94,200,200,100,100,0,0,10,,,,,,,,,,,,,
75,2,0,0,10,4,10,0,4.0,94,200,200,100,100,0,0,10,10,,,,,,,,,,,,
75,3,0,10,10,4,11,0,3.0,94,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
75,4,0,20,11,4,26,0,3.0,94,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
75,5,0,31,26,4,43,0,3.0,94,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
75,6,0,57,43,4,78,0,3.0,94,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
75,7,10,90,78,4,94,0,3.0,94,2112,2112,1172,1172,10,10,94,78,43,26,11,0,10,,,,,,,
75,8,11,157,94,4,94,0,3.0,94,3259,3259,2319,2319,21,21,94,94,78,43,26,0,0,10,,,,,,
75,9,26,225,94,4,94,0,3.0,94,4943,4943,4003,4003,47,47,94,94,94,78,43,0,0,0,10,,,,,
75,10,43,276,94,4,94,0,3.0,94,6604,6604,5664,5664,90,90,94,94,94,94,78,0,0,0,0,10,,,,
75,11,78,292,94,4,94,0,3.0,94,7144,7144,6204,6204,168,168,94,94,94,94,94,0,0,0,0,0,10,,,
75,12,104,282,94,4,94,0,3.0,94,6544,7144,5604,6204,261,262,94,94,94,94,94,0,0,0,0,0,0,0,,
75,13,94,282,94,4,94,0,3.0,94,6544,7144,5604,6204,354,356,94,94,94,94,94,0,0,0,0,0,0,0,0,
76,1,0,0,0,10,10,0,10.0,95,200,200,100,100,0,0,10,,,,,,,,,,,,,
76,2,0,0,10,4,10,0,4.0,95,200,200,100,100,0,0,10,10,,,,,,,,,,,,
76,3,0,10,10,4,11,0,3.0,95,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
76,4,0,20,11,4,26,0,3.0,95,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
76,5,0,31,26,4,43,0,3.0,95,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
76,6,0,57,43,4,78,0,3.0,95,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
76,7,10,90,78,4,95,0,3.0,95,2112,2112,1162,1162,10,10,95,78,43,26,11,0,10,,,,,,,
76,8,11,157,95,4,95,0,3.0,95,3259,3259,2309,2309,21,21,95,95,78,43,26,0,0,10,,,,,,
76,9,26,226,95,4,95,0,3.0,95,4947,4947,3997,3997,47,47,95,95,95,78,43,0,0,0,10,,,,,
76,10,43,278,95,4,95,0,3.0,95,6638,6638,5688,5688,90,90,95,95,95,95,78,0,0,0,0,10,,,,
76,11,78,295,95,4,95,0,3.0,95,7212,7212,6262,6262,168,168,95,95,95,95,95,0,0,0,0,0,10,,,
76,12,105,285,95,4,95,0,3.0,95,6612,7212,5662,6262,262,263,95,95,95,95,95,0,0,0,0,0,0,0,,
76,13,95,285,95,4,95,0,3.0,95,6612,7212,5662,6262,356,358,95,95,95,95,95,0,0,0,0,0,0,0,0,
77,1,0,0,0,11,10,0,11.0,96,200,200,100,100,0,0,10,,,,,,,,,,,,,
77,2,0,0,10,4,10,0,4.0,96,200,200,100,100,0,0,10,10,,,,,,,,,,,,
77,3,0,10,10,4,11,0,3.0,96,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
77,4,0,20,11,4,26,0,3.0,96,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
77,5,0,31,26,4,43,0,3.0,96,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
77,6,0,57,43,4,78,0,3.0,96,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
77,7,10,90,78,4,96,0,3.0,96,2112,2112,1152,1152,10,10,96,78,43,26,11,0,10,,,,,,,
77,8,11,157,96,4,96,0,3.0,96,3259,3259,2299,2299,21,21,96,96,78,43,26,0,0,10,,,,,,
77,9,26,227,96,4,96,0,3.0,96,4951,4951,3991,3991,47,47,96,96,96,78,43,0,0,0,10,,,,,
77,10,43,280,96,4,96,0,3.0,96,6672,6672,5712,5712,90,90,96,96,96,96,78,0,0,0,0,10,,,,
77,11,78,298,96,4,96,0,3.0,96,7280,7280,6320,6320,168,168,96,96,96,96,96,0,0,0,0,0,10,,,
77,12,96,298,96,4,96,0,3.0,96,7280,7280,6320,6320,263,264,96,96,96,96,96,0,0,0,0,0,0,10,,
77,13,106,288,96,4,96,0,3.0,96,6680,7280,5720,6320,358,360,96,96,96,96,96,0,0,0,0,0,0,0,0,
78,1,0,0,0,11,10,0,11.0,97,200,200,100,100,0,0,10,,,,,,,,,,,,,
78,2,0,0,10,4,10,0,4.0,97,200,200,100,100,0,0,10,10,,,,,,,,,,,,
78,3,0,10,10,4,11,0,3.0,97,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
78,4,0,20,11,4,26,0,3.0,97,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
78,5,0,31,26,4,43,0,3.0,97,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
78,6,0,57,43,4,78,0,3.0,97,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
78,7,10,90,78,4,97,0,3.0,97,2112,2112,1142,1142,10,10,97,78,43,26,11,0,10,,,,,,,
78,8,11,157,97,4,97,0,3.0,97,3259,3259,2289,2289,21,21,97,97,78,43,26,0,0,10,,,,,,
78,9,26,228,97,4,97,0,3.0,97,4954,4954,3984,3984,47,47,97,97,97,78,43,0,0,0,10,,,,,
78,10,43,282,97,4,97,0,3.0,97,6705,6705,5735,5735,90,90,97,97,97,97,78,0,0,0,0,10,,,,
78,11,78,301,97,4,97,0,3.0,97,7346,7346,6376,6376,168,168,97,97,97,97,97,0,0,0,0,0,10,,,
78,12,97,301,97,4,97,0,3.0,97,7346,7346,6376,6376,264,265,97,97,97,97,97,0,0,0,0,0,0,10,,
78,13,107,291,97,4,97,0,3.0,97,6746,7346,5776,6376,360,362,97,97,97,97,97,0,0,0,0,0,0,0,0,
79,1,0,0,0,11,10,0,11.0,98,200,200,100,100,0,0,10,,,,,,,,,,,,,
79,2,0,0,10,4,10,0,4.0,98,200,200,100,100,0,0,10,10,,,,,,,,,,,,
79,3,0,10,10,4,11,0,3.0,98,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
79,4,0,20,11,4,26,0,3.0,98,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
79,5,0,31,26,4,43,0,3.0,98,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
79,6,0,57,43,4,78,0,3.0,98,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
79,7,10,90,78,4,98,0,3.0,98,2112,2112,1132,1132,10,10,98,78,43,26,11,0,10,,,,,,,
79,8,11,157,98,4,98,0,3.0,98,3259,3259,2279,2279,21,21,98,98,78,43,26,0,0,10,,,,,,
79,9,26,229,98,4,98,0,3.0,98,4958,4958,3978,3978,47,47,98,98,98,78,43,0,0,0,10,,,,,
79,10,43,284,98,4,98,0,3.0,98,6739,6739,5759,5759,90,90,98,98,98,98,78,0,0,0,0,10,,,,
79,11,78,304,98,4,98,0,3.0,98,7414,7414,6434,6434,168,168,98,98,98,98,98,0,0,0,0,0,10,,,
79,12,98,304,98,4,98,0,3.0,98,7414,7414,6434,6434,265,266,98,98,98,98,98,0,0,0,0,0,0,10,,
79,13,108,294,98,4,98,0,3.0,98,6814,7414,5834,6434,362,364,98,98,98,98,98,0,0,0,0,0,0,0,0,
80,1,0,0,0,11,10,0,11.0,99,200,200,100,100,0,0,10,,,,,,,,,,,,,
80,2,0,0,10,4,10,0,4.0,99,200,200,100,100,0,0,10,10,,,,,,,,,,,,
80,3,0,10,10,4,11,0,3.0,99,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
80,4,0,20,11,4,26,0,3.0,99,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
80,5,0,31,26,4,43,0,3.0,99,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
80,6,0,57,43,4,78,0,3.0,99,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
80,7,10,90,78,4,99,0,3.0,99,2112,2112,1122,1122,10,10,99,78,43,26,11,0,10,,,,,,,
80,8,11,157,99,4,99,0,3.0,99,3259,3259,2269,2269,21,21,99,99,78,43,26,0,0,10,,,,,,
80,9,26,230,99,4,99,0,3.0,99,4962,4962,3972,3972,47,47,99,99,99,78,43,0,0,0,10,,,,,
80,10,43,286,99,4,99,0,3.0,99,6773,6773,5783,5783,90,90,99,99,99,99,78,0,0,0,0,10,,,,
80,11,78,307,99,4,99,0,3.0,99,7482,7482,6492,6492,168,168,99,99,99,99,99,0,0,0,0,0,10,,,
80,12,99,307,99,4,99,0,3.0,99,7482,7482,6492,6492,266,267,99,99,99,99,99,0,0,0,0,0,0,10,,
80,13,109,297,99,4,99,0,3.0,99,6882,7482,5892,6492,364,366,99,99,99,99,99,0,0,0,0,0,0,0,0,
81,1,0,0,0,11,10,0,11.0,100,200,200,100,100,0,0,10,,,,,,,,,,,,,
81,2,0,0,10,4,10,0,4.0,100,200,200,100,100,0,0,10,10,,,,,,,,,,,,
81,3,0,10,10,4,11,0,3.0,100,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
81,4,0,20,11,4,26,0,3.0,100,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
81,5,0,31,26,4,43,0,3.0,100,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
81,6,0,57,43,4,78,0,3.0,100,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
81,7,10,90,78,4,100,0,3.0,100,2112,2112,1112,1112,10,10,100,78,43,26,11,0,10,,,,,,,
81,8,11,157,100,4,100,0,3.0,100,3259,3259,2259,2259,21,21,100,100,78,43,26,0,0,10,,,,,,
81,9,26,231,100,4,100,0,3.0,100,4966,4966,3966,3966,47,47,100,100,100,78,43,0,0,0,10,,,,,
81,10,43,288,100,4,100,0,3.0,100,6807,6807,5807,5807,90,90,100,100,100,100,78,0,0,0,0,10,,,,
81,11,78,310,100,4,100,0,3.0,100,7550,7550,6550,6550,168,168,100,100,100,100,100,0,0,0,0,0,10,,,
81,12,100,310,100,4,100,0,3.0,100,7550,7550,6550,6550,267,268,100,100,100,100,100,0,0,0,0,0,0,10,,
81,13,110,300,100,4,100,0,3.0,100,6950,7550,5950,6550,366,368,100,100,100,100,100,0,0,0,0,0,0,0,0,
82,1,0,0,0,11,10,0,11.0,101,200,200,100,100,0,0,10,,,,,,,,,,,,,
82,2,0,0,10,4,10,0,4.0,101,200,200,100,100,0,0,10,10,,,,,,,,,,,,
82,3,0,10,10,4,11,0,3.0,101,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
82,4,0,20,11,4,26,0,3.0,101,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
82,5,0,31,26,4,43,0,3.0,101,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
82,6,0,57,43,4,78,0,3.0,101,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
82,7,10,90,78,4,101,0,3.0,101,2112,2112,1102,1102,10,10,101,78,43,26,11,0,10,,,,,,,
82,8,11,157,101,4,101,0,3.0,101,3259,3259,2249,2249,21,21,101,101,78,43,26,0,0,10,,,,,,
82,9,26,232,101,4,101,0,3.0,101,4969,4969,3959,3959,47,47,101,101,101,78,43,0,0,0,10,,,,,
82,10,43,290,101,4,101,0,3.0,101,6840,6840,5830,5830,90,90,101,101,101,101,78,0,0,0,0,10,,,,
82,11,78,313,101,4,101,0,3.0,101,7616,7616,6606,6606,168,168,101,101,101,101,101,0,0,0,0,0,10,,,
82,12,101,313,101,4,101,0,3.0,101,7616,7616,6606,6606,268,269,101,101,101,101,101,0,0,0,0,0,0,10,,
82,13,111,303,101,4,101,0,3.0,101,7016,7616,6006,6606,368,370,101,101,101,101,101,0,0,0,0,0,0,0,0,
83,1,0,0,0,11,10,0,11.0,102,200,200,100,100,0,0,10,,,,,,,,,,,,,
83,2,0,0,10,4,10,0,4.0,102,200,200,100,100,0,0,10,10,,,,,,,,,,,,
83,3,0,10,10,4,11,0,3.0,102,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
83,4,0,20,11,4,26,0,3.0,102,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
83,5,0,31,26,4,43,0,3.0,102,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
83,6,0,57,43,4,78,0,3.0,102,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
83,7,10,90,78,4,102,0,3.0,102,2112,2112,1092,1092,10,10,102,78,43,26,11,0,10,,,,,,,
83,8,11,157,102,4,102,0,3.0,102,3259,3259,2239,2239,21,21,102,102,78,43,26,0,0,10,,,,,,
83,9,26,233,102,4,102,0,3.0,102,4973,4973,3953,3953,47,47,102,102,102,78,43,0,0,0,10,,,,,
83,10,43,292,102,4,102,0,3.0,102,6874,6874,5854,5854,90,90,102,102,102,102,78,0,0,0,0,10,,,,
83,11,78,316,102,4,102,0,3.0,102,7684,7684,6664,6664,168,168,102,102,102,102,102,0,0,0,0,0,10,,,
83,12,102,316,102,4,102,0,3.0,102,7684,7684,6664,6664,269,270,102,102,102,102,102,0,0,0,0,0,0,10,,
83,13,112,306,102,4,102,0,3.0,102,7084,7684,6064,6664,370,372,102,102,102,102,102,0,0,0,0,0,0,0,0,
84,1,0,0,0,11,10,0,11.0,103,200,200,100,100,0,0,10,,,,,,,,,,,,,
84,2,0,0,10,4,10,0,4.0,103,200,200,100,100,0,0,10,10,,,,,,,,,,,,
84,3,0,10,10,4,11,0,3.0,103,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
84,4,0,20,11,4,26,0,3.0,103,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
84,5,0,31,26,4,43,0,3.0,103,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
84,6,0,57,43,4,78,0,3.0,103,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
84,7,10,90,78,4,103,0,3.0,103,2112,2112,1082,1082,10,10,103,78,43,26,11,0,10,,,,,,,
84,8,11,157,103,4,103,0,3.0,103,3259,3259,2229,2229,21,21,103,103,78,43,26,0,0,10,,,,,,
84,9,26,234,103,4,103,0,3.0,103,4977,4977,3947,3947,47,47,103,103,103,78,43,0,0,0,10,,,,,
84,10,43,294,103,4,103,0,3.0,103,6908,6908,5878,5878,90,90,103,103,103,103,78,0,0,0,0,10,,,,
84,11,78,319,103,4,103,0,3.0,103,7752,7752,6722,6722,168,168,103,103,103,103,103,0,0,0,0,0,10,,,
84,12,103,319,103,4,103,0,3.0,103,7752,7752,6722,6722,270,271,103,103,103,103,103,0,0,0,0,0,0,10,,
84,13,113,309,103,4,103,0,3.0,103,7152,7752,6122,6722,372,374,103,103,103,103,103,0,0,0,0,0,0,0,0,
85,1,0,0,0,11,10,0,11.0,104,200,200,100,100,0,0,10,,,,,,,,,,,,,
85,2,0,0,10,4,10,0,4.0,104,200,200,100,100,0,0,10,10,,,,,,,,,,,,
85,3,0,10,10,4,11,0,3.0,104,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
85,4,0,20,11,4,26,0,3.0,104,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
85,5,0,31,26,4,43,0,3.0,104,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
85,6,0,57,43,4,78,0,3.0,104,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
85,7,10,90,78,4,104,0,3.0,104,2112,2112,1072,1072,10,10,104,78,43,26,11,0,10,,,,,,,
85,8,11,157,104,4,104,0,3.0,104,3259,3259,2219,2219,21,21,104,104,78,43,26,0,0,10,,,,,,
85,9,26,235,104,4,104,0,3.0,104,4981,4981,3941,3941,47,47,104,104,104,78,43,0,0,0,10,,,,,
85,10,43,296,104,4,104,0,3.0,104,6942,6942,5902,5902,90,90,104,104,104,104,78,0,0,0,0,10,,,,
85,11,78,322,104,4,104,0,3.0,104,7820,7820,6780,6780,168,168,104,104,104,104,104,0,0,0,0,0,10,,,
85,12,104,322,104,4,104,0,3.0,104,7820,7820,6780,6780,271,272,104,104,104,104,104,0,0,0,0,0,0,10,,
85,13,114,312,104,4,104,0,3.0,104,7220,7820,6180,6780,374,376,104,104,104,104,104,0,0,0,0,0,0,0,0,
86,1,0,0,0,11,10,0,11.0,105,200,200,100,100,0,0,10,,,,,,,,,,,,,
86,2,0,0,10,4,10,0,4.0,105,200,200,100,100,0,0,10,10,,,,,,,,,,,,
86,3,0,10,10,4,11,0,3.0,105,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
86,4,0,20,11,4,26,0,3.0,105,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
86,5,0,31,26,4,43,0,3.0,105,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
86,6,0,57,43,4,78,0,3.0,105,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
86,7,10,90,78,4,105,0,3.0,105,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
86,8,11,157,105,4,105,0,3.0,105,3259,3259,2209,2209,21,21,105,105,78,43,26,0,0,10,,,,,,
86,9,26,236,105,4,105,0,3.0,105,4984,4984,3934,3934,47,47,105,105,105,78,43,0,0,0,10,,,,,
86,10,43,298,105,4,105,0,3.0,105,6975,6975,5925,5925,90,90,105,105,105,105,78,0,0,0,0,10,,,,
86,11,78,325,105,4,105,0,3.0,105,7886,7886,6836,6836,168,168,105,105,105,105,105,0,0,0,0,0,10,,,
86,12,105,325,105,4,105,0,3.0,105,7886,7886,6836,6836,272,273,105,105,105,105,105,0,0,0,0,0,0,10,,
86,13,115,315,105,4,105,0,3.0,105,7286,7886,6236,6836,376,378,105,105,105,105,105,0,0,0,0,0,0,0,0,
87,1,0,0,0,11,10,0,11.0,106,200,200,100,100,0,0,10,,,,,,,,,,,,,
87,2,0,0,10,4,10,0,4.0,106,200,200,100,100,0,0,10,10,,,,,,,,,,,,
87,3,0,10,10,4,11,0,3.0,106,237,237,127,127,0,0,11,10,10,,,,,,,,,,,
87,4,0,20,11,4,26,0,3.0,106,537,537,277,277,0,0,26,11,10,10,,,,,,,,,,
87,5,0,31,26,4,43,0,3.0,106,878,878,448,448,0,0,43,26,11,10,10,,,,,,,,,
87,6,0,57,43,4,78,0,3.0,106,1564,1564,784,784,0,0,78,43,26,11,10,10,,,,,,,,
87,7,10,90,78,4,105,0,3.0,106,2112,2112,1062,1062,10,10,105,78,43,26,11,0,10,,,,,,,
87,8,11,157,105,4,106,0,3.0,106,3259,3259,2199,2199,21,21,106,105,78,43,26,0,0,10,,,,,,
87,9,26,236,106,4,106,0,3.0,106,4984,4984,3924,3924,47,47,106,106,105,78,43,0,0,0,10,,,,,
87,10,43,299,106,4,106,0,3.0,106,6979,6979,5919,5919,90,90,106,106,106,105,78,0,0,0,0,10,,,,
87,11,78,327,106,4,106,0,3.0,106,7920,7920,6860,6860,168,168,106,106,106,106,105,0,0,0,0,0,10,,,
87,12,105,328,106,4,106,0,3.0,106,7954,7954,6894,6894,273,273,106,106,106,106,106,0,0,0,0,0,0,10,,
